,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
49,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"Aromas of rose, violet and red berry mingle with scents of dark culinary spice. The juicy savory palate delivers succulent Marasca cherry, crushed raspberry, cake spice and licorice. It has great tension and elegance thanks to fine-grained tannins and bright acidity. Drink 2022–2029.",Serraboella,"Skurnik Wines, Inc",Cigliuti 2014 Serraboella  (Barbaresco),$60, Piedmont,94,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2014,Cigliuti
50,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"Rose, violet, ripe berry, truffle, menthol and exotic spice aromas form and enticing fragrance. The delicious structured palate doles out succulent black cherry, wild raspberry, licorice and cinnamon while tightly knit fine-grained tannins provide the backbone. Fresh acidity gives it balance and tension. Drink 2021–2030.",Coste Rubin,Taub Family Selections,Fontanafredda 2015 Coste Rubin  (Barbaresco),$58, Piedmont,94,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2015,Fontanafredda
51,13.5%,"Ghemme, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"Aromas of rose petal, baking spice, tilled soil, red berry and new leather shape the nose. It's taut, tense and loaded with finesse, evoking juicy red berry, licorice, blood orange and clove framed in bright acidity and fine-grained tannins. An iron note marks the close. Drink 2021–2033.",Balsina,Grand Cru Selections,Ioppa 2013 Balsina  (Ghemme),$40, Piedmont,94,Ghemme,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2013,Ioppa
52,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"Mature black-skinned fruit, baking spice, leather, violet and an earthy whiff of game take center stage. The firm savory palate mirrors the nose, doling out ripe Marasca cherry, strawberry compote, licorice and the same gamy note as the nose. A backbone of bright acidity and youthfully assertive fine-grained tannins provides the framework. Drink 2022–2034.",Gallina,T. Edward Wines Ltd,Piero Busso 2014 Gallina  (Barbaresco),$75, Piedmont,94,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2014,Piero Busso
53,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"This boasts an intense fragrance composed of graphite, pressed rose, star anise, new leather, crushed herb and dark spice aromas. The enveloping palate doles out juicy cherry, cranberry, licorice and white pepper framed in tight fine-grained tannins and fresh acidity. Drink 2022–2032.",Albesani,Vinity Wine Company,Cantina del Pino 2014 Albesani  (Barbaresco),$60, Piedmont,93,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2014,Cantina del Pino
54,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"Crushed mint, wild berry and pressed rose aromas mingle with a whiff of pipe tobacco. On the juicy, savory palate, lithe, polished tannins and bright acidity seamlessly support succulent Marasca cherry, raspberry compote, orange zest, star anise and baking spice. Delicious and already almost accessible, it also offers good mid-term aging potential.",Vie Erte,"Skurnik Wines, Inc",Cigliuti 2014 Vie Erte  (Barbaresco),$48, Piedmont,93,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2014,Cigliuti
55,13.5%,"Gattinara, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"Aromas of rose petal, woodland berry, camphor and wild herb lift out of the glass. Vibrant and focused, the linear elegant palate delivers crushed strawberry, red cherry, white pepper and star anise set against taut refined tannins. Bright acidity lends balance and tension. It's still youthfully tense and needs a few more years to unwind and fully develop. Drink 2020–2033.",,"Skurnik Wines, Inc",Antoniolo 2013  Gattinara,$47, Piedmont,93,Gattinara,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2013,Antoniolo
56,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"Dark spice, red fruit, tobacco and menthol aromas lead the way. Firmly structured and linear, the elegant palate delivers pomegranate, cranberry, licorice and a hint of espresso set against bright acidity and tightly wound fine-grained tannins. Drink 2022–2034.",Gallina,Vinity Wine Company,Cantina del Pino 2014 Gallina  (Barbaresco),$60, Piedmont,93,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2014,Cantina del Pino
57,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"This opens with a potpourri of red berry, rose, menthol and exotic spice aromas. Juicy and elegantly structured, the smooth palate doles out juicy Marasca cherry, ripe strawberry, white pepper and star anise. Taut but polished tannins provide the framework. Drink 2021–2030.",Rio Sordo,Panebianco,Musso 2015 Rio Sordo  (Barbaresco),$38, Piedmont,93,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2015,Musso
58,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"This has classic Nebbiolo aromas of dark-skinned berry, fragrant blue flower, baking spice, new leather and menthol. The firm focused palate delivers dried black cherry, cranberry, licorice and white pepper set against a backbone of youthfully austere fine-grained tannins. Give it a few more years to unwind and fully develop. Drink 2025–2035.",Fausoni,"Skurnik Wines, Inc",Sottimano 2015 Fausoni  (Barbaresco),$65, Piedmont,93,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2015,Sottimano
59,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"This fragrant red has classic varietal aromas of red berry, cake spice, new leather and a whiff of rose. The firmly structured, youthfully austere palate offers sour cherry, crushed strawberry and star anise. Tight knit fine-grained tannins and fresh acidity give it balance and an age-worthy structure. Drink after 2025.",,Polaner Selections,Castello di Verduno 2015  Barbaresco,$33, Piedmont,93,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2015,Castello di Verduno
60,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"Violet, pipe tobacco, woodland berry and sandalwood aromas form an enticing bouquet. It's linear and radiant, delivering cranberry, red cherry, cake spice, star anise and chopped herb. Firm, fine-grained tannins provide the framework. Drink 2023–2030.",Basarin,"Skurnik Wines, Inc",Sottimano 2015 Basarin  (Barbaresco),$65, Piedmont,93,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2015,Sottimano
61,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"Exotic spice, crushed violet, wild berry and camphor aromas set the tone on this savory red. It's both elegant and firmly structured, offering ripe Marasca cherry, black raspberry and licorice framed in close-grained tannins. Drink 2022–2030.",,Leonardo LoCascio Selections–The Winebow Group,Castello di Neive 2015  Barbaresco,$49, Piedmont,93,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2015,Castello di Neive
62,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"This opens with enticing scents of fragrant blue flower, chopped mint, woodland berry and a whiff of exotic spice. Linear and elegantly structured, the vibrant, focused palate delivers crushed raspberry, juicy red cherry, licorice and baking spice. Taut fine-grained tannins and fresh acidity provide seamless support and balance. Drink 2023–2035.",Asili,Leonardo LoCascio Selections–The Winebow Group,Ceretto 2015 Asili  (Barbaresco),$213, Piedmont,93,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2015,Ceretto
63,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"Wild berry, cedar, menthol and crushed herb aromas take center stage in this full-bodied red. It's savory and enveloping, with firm polished tannins that support succulent flavors of black cherry, raspberry compote, licorice and tobacco. Drink 2022–2030.",,Uva Imports,Demarie 2015  Barbaresco,$60, Piedmont,93,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2015,Demarie
64,13.7%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,2/1/2019,"Rose petals, crushed rocks, rounded red plum and nutmeg show strongly on the compelling nose of this bottling. It's very level on the palate, with tight tannins carrying bright fruit, rosewater and purple-flower flavors. With time, there will be smoother texture and more baking-spice flavors. Drink 2021–2035.",Luna Matta Vineyard,,Giornata 2015 Luna Matta Vineyard Nebbiolo (Paso Robles),N/A, California,93, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Nebbiolo,2015,Giornata
65,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"Rose, woodland berry, chopped herb and a whiff of smoke lead the nose. Reflecting the aromas, the smooth full-bodied palate delivers crushed morello cherry, orange zest, star anise and a hint of game while fine-grained tannins lend polished support. Drink 2023–2030.",Casot,Vintage '59 Imports,Nada Giuseppe 2015 Casot  (Barbaresco),$35, Piedmont,93,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2015,Nada Giuseppe
66,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"Wild berry, fragrant blue flower, tilled soil and ground spice aromas propel out of the glass. Structured but understated and elegant, the focused palate delivers mature cherry, star anise and a tobacco note alongside taut, refined tannins. Drink 2021–2027.",Rizzi,The Sorting Table,Rizzi 2015 Rizzi  (Barbaresco),$45, Piedmont,93,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2015,Rizzi
67,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"Menthol, rose, wild berry, aromatic herb and new leather aromas form the nose on this fragrant red. Juicy and linear, the palate doles out black raspberry, cherry compote, licorice and baking spice. It's structured and balanced, with taut polished tannins and fresh acidity. Drink 2021–2033.",Basarin,Monsieur Touton Selection Ltd,Adriano Marco & Vittorio 2013 Basarin  (Barbaresco),$29, Piedmont,93,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2013,Adriano Marco & Vittorio
68,13.5%,"Gattinara, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"This opens with aromas of wild rose, perfumed berry, exotic spice, leather and a whiff of vanilla. It's taut and medium bodied, offering sour cherry, pomegranate, star anise and mint framed in tight fine-grained tannins that leave a firm, slightly drying finish. Drink 2021–2031.",La Castelle,"Skurnik Wines, Inc",Antoniolo 2013 La Castelle  (Gattinara),$65, Piedmont,93,Gattinara,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2013,Antoniolo
69,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"Rose petal, dark spice and camphor aromas slowly take shape in the glass along with a whiff of tar. Juicy and delicious, the smooth full-bodied palate has a weightless elegance, delivering succulent Marasca cherry, ripe raspberry, licorice and tobacco while fine-grained tannins provide support. Drink 2021–2027.",,Vias Imports,Produttori del Barbaresco 2015  Barbaresco,$45, Piedmont,93,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2015,Produttori del Barbaresco
70,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"Aromas of dark spice, menthol and ripe black-skinned fruit lead the nose. The firm powerful palate is still young and austere, offering morello cherry, cranberry and tobacco set against tightly knit close-grained tannins. Drink 2023–2032.",Serraboella,DJK Imports,Barale Fratelli 2015 Serraboella  (Barbaresco),$45, Piedmont,92,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2015,Barale Fratelli
71,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"Menthol, woodland berry, blue flower and a whiff of ground pepper lead the nose. Vibrant and linear, the savory elegant palate has good intensity, offering juicy red cherry, pomegranate, star anise and a hint of tobacco. Taut fine-grained tannins and bright acidity provide structure and balance. Drink 2021–2029.",,Vinity Wine Company,Cantina del Pino 2014  Barbaresco,$48, Piedmont,92,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2014,Cantina del Pino
72,15.5%,"Gattinara, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"Baking-spice, prune and wild herb aromas lead the nose on this brawny red. Concentrated but elegant, the structured full-bodied palate doles out raspberry compote, cherry marinated in spirits and licorice alongside fine-grained tannins.",Il Sogno,Taub Family Selections,Travaglini 2012 Il Sogno  (Gattinara),$120, Piedmont,92,Gattinara,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Travaglini
73,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"This opens with earthy aromas of forest floor, woodland berry, blue flower and a whiff of game. Reflecting the nose, the taut chewy palate offers juicy black cherry, truffle and dark culinary spice alongside firm fine-grained tannins. Drink 2023–2030.",Reyna,Kobrand,Michele Chiarlo 2015 Reyna  (Barbaresco),$48, Piedmont,92,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2015,Michele Chiarlo
74,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"Iris, woodland berry and a whiff of new leather are just some of the intense, enticing aromas that you'll find on this elegant red. Smooth and structured, the focused palate offers red cherry, cranberry, licorice and a note of white pepper framed in taut tannins.",Sanadaive,Monsieur Touton Selection Ltd,Adriano Marco & Vittorio 2015 Sanadaive  (Barbaresco),$35, Piedmont,92,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2015,Adriano Marco & Vittorio
75,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"Racy and focused, this has aromas of exotic spice, coconut and star anise. The aromas carry over to the elegantly structured linear palate along with sour cherry and cranberry set against fine-grained tannins and vibrant acidity.",Ovello,Vinity Wine Company,Cantina del Pino 2014 Ovello  (Barbaresco),$65, Piedmont,92,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2014,Cantina del Pino
76,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"Wild berry, fragrant blue flower, cake spice and a whiff of camphor pave the way. Linear, structured and elegant, the palate delivers juicy red cherry, raspberry compote, star anise and a hint of tobacco. It's still young but already well balanced, with fresh acidity and youthfully austere but refined tannins. Drink 2023–2030.",Rambone,"Ionia Atlantic Imports, LLC",Figli Luigi Oddero 2015 Rambone  (Barbaresco),$50, Piedmont,92,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2015,Figli Luigi Oddero
77,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,2/1/2019,"Menthol, dark-skinned berry, violet and dark culinary spice are just some of the aromas you'll find on this elegantly structured red. The savory polished palate delivers juicy black cherry, licorice, tobacco and a hint of espresso set against fine-grained tannins. Drink 2021–2027.",Serragrilli,"Frederick Wildman & Sons, Ltd",Marchesi di Barolo 2015 Serragrilli  (Barbaresco),$77, Piedmont,92,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2015,Marchesi di Barolo
